substring,file_name
GCA_002360945,DERO01000031.1.region001.gbk
GCA_002363385,DEVL01000002.1.region001.gbk
GCA_002364755,DEZI01000037.1.region001.gbk
GCA_002379585,DFUE01000058.1.region001.gbk
GCA_002386405,DGIP01000265.1.region001.gbk
GCA_002386445,DGIR01000025.1.region001.gbk
GCA_002386445,DGIR01000031.1.region001.gbk
GCA_002386445,DGIR01000052.1.region001.gbk
GCA_002387845,DGLB01000030.1.region001.gbk
GCA_002397315,DHAE01000018.1.region001.gbk
GCA_002414845,DIAX01000078.1.region001.gbk
GCA_002419965,DIHC01000012.1.region001.gbk
GCA_002419965,DIHC01000051.1.region001.gbk
GCA_002420115,DIHK01000018.1.region001.gbk
GCA_002421005,DIJC01000015.1.region001.gbk
GCA_002427845,DIYZ01000159.1.region001.gbk
GCA_002434205,DJJQ01000001.1.region001.gbk
GCA_002434245,DJJR01000004.1.region001.gbk
GCA_002434265,DJJS01000006.1.region001.gbk
GCA_002435595,DJBL01000170.1.region001.gbk
GCA_002452485,DKEM01000002.1.region001.gbk
GCA_002470465,DKMD01000018.1.region001.gbk
GCA_002476945,DLNG01000001.1.region002.gbk
GCA_002477755,DLKD01000014.1.region001.gbk
GCA_002480085,DKPJ01000008.1.region001.gbk
GCA_002684875,NYVY01000056.1.region001.gbk
GCA_002686885,NYYT01000048.1.region001.gbk
GCA_002700145,PACQ01000002.1.region001.gbk
GCA_002709835,PAQX01000019.1.region001.gbk
GCA_002715965,PBAL01000020.1.region001.gbk
GCA_002722295,PBLF01000004.1.region001.gbk
GCA_002723275,PBNZ01000024.1.region001.gbk
GCA_002726155,PBSH01000032.1.region001.gbk
GCA_002749975,PEIG01000004.1.region001.gbk
GCA_002796985,PEKX01000004.1.region001.gbk
GCA_002798175,NWQL01000004.1.region001.gbk
GCA_002813375,PHUJ01000003.1.region001.gbk
GCA_002840155,PGZH01000010.1.region001.gbk
GCA_002863225,PKEK01000041.1.region002.gbk
GCA_002894305,PGEI01000076.1.region001.gbk
GCA_003001795,PVNI01000018.1.region001.gbk
GCA_003021505,PXPT01000187.1.region001.gbk
GCA_003021615,PXPH01000025.1.region001.gbk
GCA_003056245,MVDH01000001.1.region001.gbk
GCA_003140705,PLKU01000436.1.region001.gbk
GCA_003166055,PMWR01000029.1.region001.gbk
GCA_003202005,QJJF01000012.1.region001.gbk
GCA_003241215,QFOL01000078.1.region001.gbk
GCA_003241685,QFPJ01000064.1.region001.gbk
GCA_003241695,QFPN01000008.1.region001.gbk
GCA_003242035,QBMC01000197.1.region001.gbk
GCA_003242705,QGVF01000012.1.region001.gbk
GCA_003243515,QFRA01000002.1.region001.gbk
GCA_003251535,QKFD01000081.1.region001.gbk
GCA_003268675,CP029378.1.region028.gbk
GCA_003268675,CP029378.1.region029.gbk
GCA_003326195,LXQE01000184.1.region001.gbk
GCA_003428805,CP031729.1.region001.gbk
GCA_003486305,DNGJ01000140.1.region001.gbk
GCA_003486305,DNGJ01000519.1.region001.gbk
GCA_003543035,DPJL01000184.1.region001.gbk
GCA_003600225,QZFT01000046.1.region002.gbk
GCA_003671495,RCHN01000023.1.region001.gbk
GCA_003725745,RHDP01000001.1.region002.gbk
GCA_003970805,CP051152.1.region005.gbk
GCA_003987775,RXJD01000010.1.region001.gbk
GCA_003994795,AP018269.1.region009.gbk
GCA_004168015,SEYW01000014.1.region001.gbk
GCA_004010275,RBWT01000039.1.region001.gbk
GCA_004010935,CP026511.1.region007.gbk
GCA_004153385,SDAL01000003.1.region001.gbk
GCA_004173455,SECL01000015.1.region001.gbk
GCA_004193205,RZUM01000002.1.region003.gbk
GCA_004210915,SEGS01000007.1.region001.gbk
GCA_004295565,AP019416.1.region001.gbk
GCA_004296455,AP018280.1.region001.gbk
GCA_004298145,SCRH01000011.1.region001.gbk
GCA_004346725,SMDE01000006.1.region001.gbk
GCA_004353515,SMNZ01000001.1.region001.gbk
GCA_004354905,SMSD01000036.1.region001.gbk
GCA_004551485,SBLD01000004.1.region001.gbk
GCA_004556155,SFIM01000026.1.region001.gbk
GCA_004564215,CP024846.1.region007.gbk
GCA_004564215,CP024846.1.region009.gbk
GCA_004791645,SRSN01000016.1.region001.gbk
GCA_005405945,BJHW01000002.1.region009.gbk
GCA_005879655,VBJK01000120.1.region001.gbk
GCA_006968915,CP030121.1.region017.gbk
GCA_007692755,REBL01000078.1.region001.gbk
GCA_007858575,CP042279.1.region002.gbk
GCA_008011715,VPFC01000082.1.region001.gbk
GCA_009268125,WBOU01000006.1.region002.gbk
GCA_009377395,WHUB01000050.1.region001.gbk
GCA_009377695,WHTP01000062.1.region001.gbk
GCA_009379765,WHTD01000086.1.region001.gbk
GCA_009379845,WHSZ01000004.1.region002.gbk
GCA_009668015,WJYB01000003.1.region001.gbk
GCA_009668205,WJYM01000005.1.region001.gbk
GCA_009699505,WLOB01000005.1.region001.gbk
GCA_009773555,WSXZ01000046.1.region001.gbk
GCA_009909085,JAAANX010000151.1.region001.gbk
GCA_009909085,JAAANX010000177.1.region001.gbk
GCA_009912395,WNDO01000007.1.region002.gbk
GCA_010092695,JAADJJ010000001.1.region007.gbk
GCA_010671725,JAAHBU010000196.1.region001.gbk
GCA_010671725,JAAHBU010000204.1.region001.gbk
GCA_010671905,JAAHII010000001.1.region009.gbk
GCA_010671905,JAAHII010000002.1.region001.gbk
GCA_010672825,JAAHFU020000004.1.region002.gbk
GCA_010672865,JAAHFS010000006.1.region002.gbk
GCA_010672865,JAAHFS010000007.1.region001.gbk
GCA_010692425,JAAHHJ010000014.1.region001.gbk
GCA_010692645,JAAHGS010000020.1.region001.gbk
GCA_011009555,QXHD01000004.1.region005.gbk
GCA_011332035,DSPW01000135.1.region001.gbk
GCA_011525625,WYAX01000016.1.region001.gbk
GCA_012031035,JAAUUT010000057.1.region001.gbk
GCA_012031035,JAAUUT010000118.1.region001.gbk
GCA_012031415,JAAUTN010000169.1.region001.gbk
GCA_012031475,JAAUTJ010000020.1.region001.gbk
GCA_012032135,JAAURS010000024.1.region001.gbk
GCA_012034595,JAAUPE010000044.1.region001.gbk
GCA_012034615,JAAUPA010000057.1.region001.gbk
GCA_012034765,JAAUOU010000024.1.region001.gbk
GCA_012034805,JAAUOP010000095.1.region001.gbk
GCA_012034865,JAAUOM010000007.1.region001.gbk
GCA_012515855,JAAYXO010000221.1.region001.gbk
GCA_012719855,JAAXZN010000004.1.region002.gbk
GCA_012729135,JAAYDP010000229.1.region001.gbk
GCA_013178375,JABLXQ010000014.1.region001.gbk
GCA_013214175,JABSPA010000009.1.region001.gbk
GCA_013214905,JABSRV010000010.1.region001.gbk
GCA_013214965,JABSRU010000088.1.region001.gbk
GCA_013215385,JABSOY010000038.1.region001.gbk
GCA_013215705,JABSQR010000006.1.region001.gbk
GCA_013215705,JABSQR010000010.1.region001.gbk
GCA_013216015,JABSOI010000015.1.region001.gbk
GCA_013348785,CP054691.1.region002.gbk
GCA_013361595,JABFXT010000046.1.region001.gbk
GCA_013416395,JACCEP010000002.1.region001.gbk
GCA_013457415,CP045666.1.region001.gbk
GCA_013538855,JABXJS010000030.1.region001.gbk
GCA_013693815,CP059259.1.region003.gbk
GCA_013697655,JACCWK010000077.1.region001.gbk
GCA_013811945,JACCUI010000153.1.region001.gbk
GCA_013813565,JACCRK010000033.1.region001.gbk
GCA_013816505,JACDEG010000074.1.region001.gbk
GCA_013821425,JACDGV010000013.1.region001.gbk
GCA_013822685,PNKV01000002.1.region001.gbk
GCA_013823325,PNLY01000005.1.region001.gbk
GCA_013362785,JABFVM010000321.1.region001.gbk
GCA_014041935,CP059491.1.region004.gbk
GCA_014055495,WIAG01000001.1.region001.gbk
GCA_014138725,JACJID010000001.1.region013.gbk
GCA_014156375,RQJH01000002.1.region002.gbk
GCA_014171555,CP050452.1.region001.gbk
GCA_014204745,JACHLX010000001.1.region019.gbk
GCA_014360565,JACIXH010000021.1.region001.gbk
GCA_014647935,BMQD01000002.1.region001.gbk
GCA_014649155,BMSM01000034.1.region001.gbk
GCA_014649155,BMSM01000037.1.region001.gbk
GCA_014649555,BMTG01000006.1.region002.gbk
GCA_014649555,BMTG01000009.1.region003.gbk
GCA_014656015,BNBP01000070.1.region001.gbk
GCA_015099395,AP024096.1.region006.gbk
GCA_015099395,AP024096.1.region010.gbk
GCA_015207155,JADEXK010000002.1.region001.gbk
GCA_015207155,JADEXK010000042.1.region001.gbk
GCA_015207155,JADEXK010000090.1.region001.gbk
GCA_015207585,JADEWQ010000015.1.region001.gbk
GCA_015207585,JADEWQ010000125.1.region001.gbk
GCA_015207585,JADEWQ010000150.1.region001.gbk
GCA_015654605,JAATGO010000329.1.region001.gbk
GCA_015654615,JAATGN010000394.1.region001.gbk
GCA_015654925,JAATFX010000077.1.region001.gbk
GCA_015709635,CP054180.1.region001.gbk
GCA_015709715,CP054184.1.region001.gbk
GCA_016082275,MOWM01000071.1.region001.gbk
GCA_016082275,MOWM01000135.1.region001.gbk
GCA_016124535,WGNK01000001.1.region001.gbk
GCA_016197365,JACPVS010000003.1.region002.gbk
GCA_016197365,JACPVS010000006.1.region001.gbk
GCA_016197405,JACPVR010000001.1.region001.gbk
GCA_016197405,JACPVR010000019.1.region001.gbk
GCA_016208305,JACQYI010000081.1.region001.gbk
GCA_016342325,JAEINR010000034.1.region001.gbk
GCA_016458225,JAEMGR010000010.1.region001.gbk
GCA_016462415,JAEMTF010000013.1.region001.gbk
GCA_016618195,CP067099.1.region003.gbk
GCA_016716085,JADJWY010000023.1.region001.gbk
GCA_016743235,VRZD01000005.1.region001.gbk
GCA_016743995,JADGFG010000030.1.region001.gbk
GCA_016743995,JADGFG010000033.1.region001.gbk
GCA_016744065,JADGFA010000032.1.region001.gbk
GCA_016763815,JAESTB010000129.1.region001.gbk
GCA_016789605,JAEUQO010000202.1.region001.gbk
GCA_016794615,JAEUJO010000248.1.region001.gbk
GCA_016864895,CP046107.1.region001.gbk
GCA_016869555,VGDY01000040.1.region001.gbk
GCA_016903675,JADQBA010000052.1.region001.gbk
GCA_016903675,JADQBA010000239.1.region001.gbk
GCA_016937595,JAFHKH010000549.1.region001.gbk
GCA_016937595,JAFHKH010000661.1.region001.gbk
GCA_017115045,JABXKK010000072.1.region001.gbk
GCA_017115085,JABXKJ010000249.1.region002.gbk
GCA_017115095,JABXKI010000223.1.region001.gbk
GCA_017305055,JAFKMZ010000010.1.region001.gbk
GCA_017306155,JAFKJB010000024.1.region001.gbk
GCA_017308255,JAFKFN010000013.1.region001.gbk
GCA_017354515,JAFMQT010000036.1.region001.gbk
GCA_017419405,JAFOLH010000001.1.region001.gbk
GCA_017425245,JAFOOX010000052.1.region001.gbk
GCA_017888565,JAGHFX010000030.1.region001.gbk
GCA_017498545,CP071793.1.region028.gbk
GCA_017512705,JAFWEX010000084.1.region001.gbk
GCA_017644045,JAEPMI010000001.1.region001.gbk
GCA_017744435,JAGIBG010000015.1.region001.gbk
GCA_017744915,JAGIAH010000002.1.region001.gbk
GCA_017746715,JAGHZQ010000080.1.region002.gbk
GCA_017879645,JAAEXZ010000040.1.region001.gbk
GCA_017991555,JAGOQM010000001.1.region001.gbk
GCA_017994575,JAGOKN010000024.1.region001.gbk
GCA_017997715,JAGOEM010000007.1.region001.gbk
GCA_018055925,JAGPGQ010000008.1.region001.gbk
GCA_018056045,JAGPGI010000021.1.region001.gbk
GCA_018114805,CP073042.1.region016.gbk
GCA_018114805,CP073042.1.region017.gbk
GCA_018195615,JAGTPG010000002.1.region003.gbk
GCA_018242685,JAFEBM010000015.1.region001.gbk
GCA_018242725,JAFEBI010000011.1.region001.gbk
GCA_018242765,JAFEBH010000023.1.region001.gbk
GCA_018260425,JAGLBD010000073.1.region001.gbk
GCA_018261615,JAGTSE010000009.1.region001.gbk
GCA_018268465,JAFDWN010000041.1.region001.gbk
GCA_018241205,JAFEEI010000014.1.region001.gbk
GCA_018608325,JABAZW010000061.1.region001.gbk
GCA_018798885,CP076361.1.region004.gbk
GCA_018826895,JAHJYA010000066.1.region001.gbk
GCA_018826895,JAHJYA010000086.1.region001.gbk
GCA_018842655,JAGTWN010000004.1.region004.gbk
GCA_018883945,JAHLFF010000131.1.region001.gbk
GCA_018966865,CP076653.1.region004.gbk
GCA_018993265,JAGKSW010000016.1.region001.gbk
GCA_019112875,DXIO01000023.1.region001.gbk
GCA_019112895,DXIM01000156.1.region001.gbk
GCA_019113825,DXGR01000112.1.region001.gbk
GCA_019115985,DXCN01000050.1.region001.gbk
GCA_019120175,DWVP01000003.1.region001.gbk
GCA_019132875,JAHSPF010000001.1.region002.gbk
GCA_019140855,JAFKQO010000011.1.region001.gbk
GCA_019200975,JAHTMR010000014.1.region001.gbk
GCA_019218745,JAHUXA010000006.1.region001.gbk
GCA_019237635,JAFAGS010000168.1.region001.gbk
GCA_019241535,JAFAWX010000034.1.region001.gbk
GCA_019243155,JAFAUS010000334.1.region001.gbk
GCA_019244045,JAFATF010000089.1.region001.gbk
GCA_019246375,JAFAQO010000232.1.region001.gbk
GCA_019247635,JAFBAR010000004.1.region001.gbk
GCA_019263585,JADQDF010000001.1.region002.gbk
GCA_019263595,JADQDD010000007.1.region001.gbk
GCA_900049755,LT160592.1.region002.gbk
GCA_900078375,FLQS01000089.1.region001.gbk
GCA_900109485,FOAY01000006.1.region001.gbk
GCA_900112785,FONB01000002.1.region001.gbk
GCA_900215435,OCMY01000001.1.region003.gbk
GCA_900465605,UBJK01000004.1.region001.gbk
GCA_900465685,UEGR01000016.1.region001.gbk
GCA_900466005,UEGQ01000004.1.region001.gbk
GCA_900468625,UBUL01000019.1.region002.gbk
GCA_900469175,UBWL01000017.1.region001.gbk
GCA_900469475,UBXG01000001.1.region001.gbk
GCA_900469615,UBYA01000016.1.region001.gbk
GCA_900472395,UCHV01000007.1.region001.gbk
GCA_900472485,UCII01000001.1.region002.gbk
GCA_900472785,UCJH01000020.1.region001.gbk
GCA_900472835,UCJO01000013.1.region001.gbk
GCA_900473175,UCKM01000008.1.region001.gbk
GCA_900473245,UCKY01000010.1.region001.gbk
GCA_900473335,UCNP01000020.1.region001.gbk
GCA_900473795,UCMT01000001.1.region001.gbk
GCA_900475325,LS483371.1.region002.gbk
GCA_900475325,LS483371.1.region004.gbk
GCA_900478215,LS483478.1.region002.gbk
GCA_900539805,UQDH01000007.1.region001.gbk
GCA_900596015,UVIF01000014.1.region001.gbk
GCA_900618065,UYIL01000003.1.region002.gbk
GCA_900635495,LR134136.1.region004.gbk
GCA_900637135,LR134353.1.region006.gbk
GCA_901456055,CABDWT010000019.1.region002.gbk
GCA_901472455,LR590464.1.region001.gbk
GCA_902500995,CABVSR010000010.1.region001.gbk
GCA_902706205,CACSKA010000002.1.region002.gbk
GCA_902782855,CACZOO010000239.1.region001.gbk
GCA_902806435,CADCWO010000226.1.region001.gbk
GCA_902825215,LR782234.1.region003.gbk
GCA_902826115,CADEDO010000007.1.region001.gbk
GCA_903970465,CAJCIO010000111.1.region001.gbk
GCA_903970465,CAJCIO010000137.1.region001.gbk
GCA_905479905,CAJQOK010000372.1.region001.gbk
GCF_000006945,NC_003197.2.region001.gbk
GCF_000007125,NC_003318.1.region001.gbk
GCF_000007705,NC_005085.1.region001.gbk
GCF_000007825,NC_004722.1.region004.gbk
GCF_000009045,NC_000964.3.region009.gbk
GCF_000009265,NC_008378.1.region001.gbk
GCF_000009365,NC_008260.1.region003.gbk
GCF_000009705,NC_003272.1.region010.gbk
GCF_000010305,NC_012489.1.region003.gbk
GCF_000010525,NC_009937.1.region005.gbk
GCF_000010725,NC_013855.1.region003.gbk
GCF_000010805,NC_012522.1.region009.gbk
GCF_000010805,NC_012522.1.region017.gbk
GCF_000010805,NC_012522.1.region018.gbk
GCF_000011245,NC_004193.1.region003.gbk
GCF_000011645,NC_006270.3.region008.gbk
GCF_000011705,NC_006348.1.region002.gbk
GCF_000012365,NC_007650.1.region009.gbk
GCF_000012365,NC_007651.1.region006.gbk
GCF_000012945,NC_007510.1.region002.gbk
GCF_000012945,NC_007511.1.region002.gbk
GCF_000012985,NC_007645.1.region012.gbk
GCF_000013645,NC_007952.1.region004.gbk
GCF_000013665,NC_007912.1.region004.gbk
GCF_000014565,NC_008268.1.region015.gbk
GCF_000014805,NC_008570.1.region003.gbk
GCF_000015165,NC_009485.1.region003.gbk
GCF_000015565,NC_008786.1.region002.gbk
GCF_000016325,NC_009436.1.region001.gbk
GCF_000016565,NC_009439.1.region004.gbk
GCF_000017205,NC_009656.1.region001.gbk
GCF_000017205,NC_009656.1.region006.gbk
GCF_000017285,NC_009654.1.region002.gbk
GCF_000017425,NC_009674.1.region004.gbk
GCF_000017845,NC_010546.1.region003.gbk
GCF_000018105,NC_009926.1.region001.gbk
GCF_000019225,NC_010995.1.region002.gbk
GCF_000019445,NC_010501.1.region005.gbk
GCF_000020025,NC_010628.1.region014.gbk
GCF_000020045,NC_010623.1.region002.gbk
GCF_000020125,NC_010676.1.region002.gbk
GCF_000020665,NC_011071.1.region003.gbk
GCF_000021305,NC_011772.1.region005.gbk
GCF_000021745,NC_011666.1.region010.gbk
GCF_000021805,NC_011726.1.region007.gbk
GCF_000021825,NC_011738.1.region001.gbk
GCF_000021925,NC_011830.1.region003.gbk
GCF_000022125,NC_011883.1.region003.gbk
GCF_000023025,NC_012997.1.region008.gbk
GCF_000023145,NC_012704.1.region003.gbk
GCF_000023245,NC_013093.1.region005.gbk
GCF_000023245,NC_013093.1.region024.gbk
GCF_000023865,NC_013159.1.region003.gbk
GCF_000024205,NC_013216.1.region008.gbk
GCF_000024385,NC_013510.1.region001.gbk
GCF_000024545,NC_013947.1.region015.gbk
GCF_000024725,NC_013960.1.region003.gbk
GCF_000024785,NC_013441.1.region002.gbk
GCF_000024805,NC_013440.1.region014.gbk
GCF_000024865,NC_013595.1.region008.gbk
GCF_000025565,NC_014121.1.region003.gbk
GCF_000026105,NC_008027.1.region008.gbk
GCF_000026105,NC_008027.1.region012.gbk
GCF_000026225,NC_011740.1.region002.gbk
GCF_000058485,NC_008278.1.region010.gbk
GCF_000058485,NC_008278.1.region018.gbk
GCF_000062885,NC_009142.1.region005.gbk
GCF_000062885,NC_009142.1.region011.gbk
GCF_000062885,NC_009142.1.region014.gbk
GCF_000067165,NC_010162.1.region015.gbk
GCF_000067165,NC_010162.1.region028.gbk
GCF_000069785,NC_010530.1.region005.gbk
GCF_000069945,NC_010545.1.region002.gbk
GCF_000091305,NC_013929.1.region001.gbk
GCF_000091305,NC_013929.1.region032.gbk
GCF_000092025,NC_003063.2.region003.gbk
GCF_000092045,NC_007766.1.region001.gbk
GCF_000092225,NC_014158.1.region010.gbk
GCF_000092225,NC_014159.1.region001.gbk
GCF_000092825,NC_014168.1.region004.gbk
GCF_000092925,NC_014217.1.region004.gbk
GCF_000092985,NC_014210.1.region002.gbk
GCF_000143885,NC_018581.1.region003.gbk
GCF_000148685,NC_014539.1.region002.gbk
GCF_000152905,NZ_AAMY01000013.1.region001.gbk
GCF_000152905,NZ_CH672418.1.region001.gbk
GCF_000153025,NZ_CH672435.1.region001.gbk
GCF_000153205,NZ_CH672427.1.region001.gbk
GCF_000153205,NZ_CH672427.1.region009.gbk
GCF_000155595,NZ_DS989904.1.region002.gbk
GCF_000155615,NZ_DS989915.1.region001.gbk
GCF_000155975,NZ_GG730299.1.region003.gbk
GCF_000157895,NC_022663.1.region003.gbk
GCF_000157895,NC_022663.1.region004.gbk
GCF_000158915,NZ_GG657754.1.region001.gbk
GCF_000158915,NZ_GG657754.1.region032.gbk
GCF_000158955,NZ_GG657757.1.region003.gbk
GCF_000159095,NZ_GG666309.1.region001.gbk
GCF_000161455,NZ_CM000745.1.region002.gbk
GCF_000163435,NZ_GG700813.1.region001.gbk
GCF_000164135,NZ_GG770554.1.region002.gbk
GCF_000164865,NC_014618.1.region004.gbk
GCF_000165485,NC_014623.1.region020.gbk
GCF_000165835,NC_014640.1.region005.gbk
GCF_000166135,NC_014666.1.region020.gbk
GCF_000167195,NZ_AADV02000001.1.region002.gbk
GCF_000167195,NZ_AADV02000020.1.region001.gbk
GCF_000169335,NZ_AAXW01000011.1.region001.gbk
GCF_000171815,NZ_ABGR01000002.1.region002.gbk
GCF_000172415,NZ_ABLD01000016.1.region001.gbk
GCF_000172795,NZ_CP020952.1.region001.gbk
GCF_000175795,NZ_ACXX02000007.1.region002.gbk
GCF_000175935,NC_014837.1.region001.gbk
GCF_000175935,NC_014839.1.region001.gbk
GCF_000176135,NZ_ACZN01000017.1.region002.gbk
GCF_000176135,NZ_ACZN01000018.1.region002.gbk
GCF_000176155,NZ_ACZO01000007.1.region002.gbk
GCF_000176175,NZ_ACZP01000013.1.region001.gbk
GCF_000176855,NC_015138.1.region006.gbk
GCF_000184745,NC_014931.1.region007.gbk
GCF_000185725,NZ_KI391954.1.region002.gbk
GCF_000192435,NZ_AEUD01000008.1.region001.gbk
GCF_000192865,NC_015276.1.region002.gbk
GCF_000192865,NC_015276.1.region007.gbk
GCF_000194155,NZ_GL877878.1.region008.gbk
GCF_000195955,NC_000962.3.region010.gbk
GCF_000196255,NC_006370.1.region003.gbk
GCF_000196255,NC_006371.1.region003.gbk
GCF_000196355,NC_007614.1.region003.gbk
GCF_000196675,NC_015312.1.region002.gbk
GCF_000196735,NC_014551.1.region010.gbk
GCF_000196795,NC_014259.1.region003.gbk
GCF_000196875,NC_014532.2.region003.gbk
GCF_000197735,NC_014550.1.region008.gbk
GCF_000203915,NC_008390.1.region001.gbk
GCF_000203915,NC_008390.1.region002.gbk
GCF_000204035,NZ_GL883084.1.region001.gbk
GCF_000211415,NZ_GL890775.1.region002.gbk
GCF_000213055,NZ_CM001165.1.region003.gbk
GCF_000213055,NZ_CM001165.1.region004.gbk
GCF_000213055,NZ_CM001165.1.region008.gbk
GCF_000214075,NZ_AFJC01000014.1.region001.gbk
GCF_000214175,NC_015564.1.region001.gbk
GCF_000214215,NC_015559.1.region002.gbk
GCF_000214215,NC_015559.1.region004.gbk
GCF_000215745,NC_015663.1.region003.gbk
GCF_000219535,NZ_CP007806.1.region017.gbk
GCF_000220945,NC_017186.1.region019.gbk
GCF_000221045,NC_015856.1.region007.gbk
GCF_000222685,NZ_AFWJ01000075.1.region001.gbk
GCF_000222685,NZ_AFWJ01000219.1.region001.gbk
GCF_000222685,NZ_AFWJ01000264.1.region001.gbk
GCF_000224005,NZ_CP007031.1.region003.gbk
GCF_000227465,NC_016047.1.region007.gbk
GCF_000154905,NZ_GG770539.1.region004.gbk
GCF_000177195,NC_015953.1.region004.gbk
GCF_000177195,NC_015953.1.region005.gbk
GCF_000177195,NC_015953.1.region021.gbk
GCF_000280495,NZ_CP018016.1.region003.gbk
GCF_000305495,NZ_AJTN02000265.1.region001.gbk
GCF_000333015,NZ_BANT01000044.1.region001.gbk
GCF_000333035,NZ_BANU01000011.1.region001.gbk
GCF_000333955,NZ_CAPS01000121.1.region001.gbk
GCF_000369045,NZ_KB849786.1.region001.gbk
GCF_000369065,NZ_KB849804.1.region001.gbk
GCF_000369505,NZ_KB850055.1.region002.gbk
GCF_000400365,NZ_BAOG01000054.1.region001.gbk
GCF_000400505,NZ_CM001857.1.region003.gbk
GCF_000425065,NZ_KE384301.1.region001.gbk
GCF_000425165,NZ_KE384320.1.region001.gbk
GCF_000425385,NZ_KE384359.1.region001.gbk
GCF_000425545,NZ_AUDQ01000002.1.region001.gbk
GCF_000425745,NZ_AUEA01000003.1.region001.gbk
GCF_000425745,NZ_AUEA01000008.1.region001.gbk
GCF_000425785,NZ_KE384452.1.region001.gbk
GCF_000467105,NZ_BATI01000007.1.region001.gbk
GCF_000467125,NZ_BATJ01000001.1.region001.gbk
GCF_000498395,NZ_CP010979.1.region001.gbk
GCF_000498395,NZ_CP010979.1.region005.gbk
GCF_000523235,NZ_CP006850.1.region005.gbk
GCF_000523235,NZ_CP006850.1.region023.gbk
GCF_000734895,NZ_CP011382.1.region004.gbk
GCF_000759475,NZ_CP009454.1.region004.gbk
GCF_000759535,NZ_CP009455.1.region002.gbk
GCF_000759535,NZ_CP009455.1.region007.gbk
GCF_000759775,NZ_BBMY01000040.1.region001.gbk
GCF_000759795,NZ_BBMZ01000012.1.region001.gbk
GCF_000759815,NZ_BBNA01000035.1.region001.gbk
GCF_000759835,NZ_BBNB01000002.1.region001.gbk
GCF_000826105,NZ_CCYK01000004.1.region001.gbk
GCF_000826545,NZ_CDME01000002.1.region002.gbk
GCF_000826545,NZ_CDME01000011.1.region004.gbk
GCF_000230895,NC_016604.1.region012.gbk
GCF_000230935,NZ_AGIQ01000002.1.region003.gbk
GCF_000231055,NZ_CM001466.1.region004.gbk
GCF_000231075,NZ_AFWY03000006.1.region002.gbk
GCF_000235425,NZ_KI912266.1.region012.gbk
GCF_000236805,NZ_AGFX01000041.1.region001.gbk
GCF_000238295,NZ_AHCD03000026.1.region001.gbk
